host	logname	time	method	url	response	bytes	referer	useragent
gemini.medicon.cz	-	807272494	GET	/history/apollo/apollo-13/apollo-13-patch-small.gif	200	12859		
134.36.156.34	-	807272497	GET	/htbin/cdt_main.pl	200	3714		
134.36.156.34	-	807272498	GET	/shuttle/countdown/images/countclock.gif	200	13994		
134.36.156.34	-	807272508	GET	/shuttle/countdown/liftoff.html	200	5220		
seigate.sumiden.co.jp	-	807272511	GET	/shuttle/missions/sts-71/images/images.html	304	0		
slip51-7.ca.us.ibm.net	-	807272512	GET	/history/apollo/apollo.html	200	3260		
slip51-7.ca.us.ibm.net	-	807272514	GET	/history/apollo/images/footprint-small.gif	200	18149		
137.226.108.22	-	807272515	GET	/	200	7280		
slip51-7.ca.us.ibm.net	-	807272515	GET	/history/apollo/images/apollo-logo1.gif	200	1173		
gemini.medicon.cz	-	807272518	GET	/images/ksclogosmall.gif	200	3635		
gemini.medicon.cz	-	807272518	GET	/history/apollo/images/footprint-logo.gif	200	4209		
134.36.156.34	-	807272526	GET	/shuttle/countdown/video/livevideo2.gif	200	71319		
slip51-7.ca.us.ibm.net	-	807272532	GET	/history/apollo/apollo-17/apollo-17.html	200	2732		
slip51-7.ca.us.ibm.net	-	807272534	GET	/history/apollo/apollo-17/apollo-17-patch-small.gif	200	14977		
mechpc44.pol.lublin.pl	-	807272542	GET	/shuttle/technology/sts-newsref/sts_asm.html	200	71654		
mechpc44.pol.lublin.pl	-	807272547	GET	/shuttle/technology/images/srb_mod_compare_1-small.gif	200	36902		
secret.ft.uam.es	-	807272547	GET	/history/apollo/apollo-13/apollo-13.html	200	18556		
slip51-7.ca.us.ibm.net	-	807272548	GET	/shuttle/resources/orbiters/challenger.html	200	8089		
secret.ft.uam.es	-	807272549	GET	/history/apollo/apollo-13/apollo-13-patch-small.gif	200	12859		
slip51-7.ca.us.ibm.net	-	807272551	GET	/shuttle/resources/orbiters/challenger-logo.gif	200	4179		
mechpc44.pol.lublin.pl	-	807272551	GET	/shuttle/technology/images/srb_mod_compare_6-small.gif	200	28219		
slip51-7.ca.us.ibm.net	-	807272555	GET	/shuttle/resources/orbiters/orbiters-logo.gif	200	1932		
mechpc44.pol.lublin.pl	-	807272559	GET	/shuttle/technology/images/srb_mod_compare_3-small.gif	200	55666		
mechpc44.pol.lublin.pl	-	807272559	GET	/images/shuttle-patch-logo.gif	200	891		
seigate.sumiden.co.jp	-	807272561	GET	/shuttle/missions/sts-70/images/index70.gif	200	294233		
secret.ft.uam.es	-	807272566	GET	/images/ksclogosmall.gif	200	3635		
secret.ft.uam.es	-	807272566	GET	/history/apollo/images/footprint-logo.gif	200	4209		
p06.euronet.nl	-	807272568	GET	/ksc.html	200	7280		
134.36.156.34	-	807272572	GET	/htbin/cdt_clock.pl	200	543		
seigate.sumiden.co.jp	-	807272578	GET	/shuttle/missions/sts-71/images/KSC-95EC-0948.jpg	200	92477		
134.36.156.34	-	807272581	GET	/shuttle/countdown/countdown.html	200	4324		
134.36.156.34	-	807272586	GET	/cgi-bin/imagemap/countdown70?68,187	302	96		
p06.euronet.nl	-	807272587	GET	/images/ksclogo-medium.gif	200	5866		
jlg.va.grci.com	-	807272589	GET	/	200	7280		
p06.euronet.nl	-	807272591	GET	/images/NASA-logosmall.gif	200	786		
slip51-7.ca.us.ibm.net	-	807272592	GET	/history/apollo/apollo-17/apollo-17-patch-small.gif	200	14977		
p06.euronet.nl	-	807272593	GET	/images/MOSAIC-logosmall.gif	200	363		
jlg.va.grci.com	-	807272593	GET	/images/ksclogo-medium.gif	200	5866		
p06.euronet.nl	-	807272594	GET	/images/USA-logosmall.gif	200	234		
jlg.va.grci.com	-	807272596	GET	/images/MOSAIC-logosmall.gif	200	363		
jlg.va.grci.com	-	807272597	GET	/images/USA-logosmall.gif	200	234		
jlg.va.grci.com	-	807272598	GET	/images/WORLD-logosmall.gif	200	669		
p06.euronet.nl	-	807272603	GET	/images/WORLD-logosmall.gif	200	669		
inetg1.arco.com	-	807272605	GET	/shuttle/countdown/lps/fr.html	200	1879		
inetg1.arco.com	-	807272607	GET	/shuttle/countdown/lps/fr.gif	200	30232		
inetg1.arco.com	-	807272608	GET	/shuttle/countdown/lps/back.gif	200	1289		
134.36.156.34	-	807272610	GET	/shuttle/missions/sts-71/images/images.html	200	8529		
mechpc44.pol.lublin.pl	-	807272615	GET	/images/KSC-logosmall.gif	200	1204		
p06.euronet.nl	-	807272619	GET	/shuttle/countdown/	200	4324		
inetg1.arco.com	-	807272637	GET	/cgi-bin/imagemap/fr?181,281	302	83		
inetg1.arco.com	-	807272640	GET	/shuttle/countdown/lps/c-7-8/c-7-8.html	200	6383		
seigate.sumiden.co.jp	-	807272640	GET	/shuttle/missions/sts-71/images/KSC-95EC-0950.jpg	200	96064		
inetg1.arco.com	-	807272643	GET	/shuttle/countdown/lps/images/C-7-8.gif	200	10755		
mechpc44.pol.lublin.pl	-	807272645	GET	/shuttle/technology/sts-newsref/sts_asm.html	304	0		
p06.euronet.nl	-	807272650	GET	/shuttle/countdown/count70.gif	200	46573		
inetg1.arco.com	-	807272656	GET	/shuttle/countdown/lps/images/C-7-8-large.gif	200	32968		
134.36.156.34	-	807272668	GET	/shuttle/missions/sts-70/images/images.html	200	8657		
pc3.orbital.fr	-	807272670	GET	/shuttle/missions/missions.html	200	8677		
pc3.orbital.fr	-	807272671	GET	/images/launchmedium.gif	200	11853		
pc3.orbital.fr	-	807272674	GET	/images/NASA-logosmall.gif	200	786		
pc3.orbital.fr	-	807272674	GET	/images/KSC-logosmall.gif	200	1204		
wormhole.ctp.com	-	807272685	GET	/	200	7280		
wormhole.ctp.com	-	807272687	GET	/images/ksclogo-medium.gif	200	5866		
wormhole.ctp.com	-	807272688	GET	/images/USA-logosmall.gif	200	234		
wormhole.ctp.com	-	807272688	GET	/images/MOSAIC-logosmall.gif	200	363		
wormhole.ctp.com	-	807272688	GET	/images/NASA-logosmall.gif	200	786		
sun579.rz.ruhr-uni-bochum.de	-	807272689	GET	/shuttle/missions/missions.html	200	8677		
wormhole.ctp.com	-	807272691	GET	/images/WORLD-logosmall.gif	200	669		
seigate.sumiden.co.jp	-	807272694	GET	/shuttle/missions/sts-70/images/KSC-95EC-1017.gif	200	27099		
164.147.207.35	-	807272698	GET	/ksc.html	200	7280		
mechpc44.pol.lublin.pl	-	807272705	GET	/shuttle/technology/sts-newsref/sts_asm.html	304	0		
164.147.207.35	-	807272706	GET	/images/MOSAIC-logosmall.gif	200	363		
164.147.207.35	-	807272707	GET	/images/USA-logosmall.gif	200	234		
mrsparc.oup.co.uk	-	807272709	GET	/	200	7280		
seigate.sumiden.co.jp	-	807272710	GET	/shuttle/missions/sts-71/images/KSC-95EC-0913.jpg	200	25439		
pc3.orbital.fr	-	807272711	GET	/images/launch.gif	200	114688		
164.147.207.35	-	807272711	GET	/images/NASA-logosmall.gif	200	786		
jlg.va.grci.com	-	807272712	GET	/shuttle/technology/sts-newsref/stsref-toc.html	200	84905		
164.147.207.35	-	807272712	GET	/images/ksclogo-medium.gif	200	5866		
mrsparc.oup.co.uk	-	807272714	GET	/images/ksclogo-medium.gif	200	5866		
inetg1.arco.com	-	807272715	GET	/shuttle/countdown/liftoff.html	200	5220		
mrsparc.oup.co.uk	-	807272715	GET	/images/NASA-logosmall.gif	200	786		
mrsparc.oup.co.uk	-	807272715	GET	/images/USA-logosmall.gif	200	234		
164.147.207.35	-	807272715	GET	/images/WORLD-logosmall.gif	200	669		
seigate.sumiden.co.jp	-	807272716	GET	/shuttle/missions/sts-70/images/KSC-95EC-1017.jpg	200	54932		
bingelkruid.leidenuniv.nl	-	807272718	GET	/	200	7280		
jlg.va.grci.com	-	807272718	GET	/images/shuttle-patch-small.gif	200	4179		
bingelkruid.leidenuniv.nl	-	807272719	GET	/images/ksclogo-medium.gif	200	5866		
inetg1.arco.com	-	807272720	GET	/images/NASA-logosmall.gif	304	0		
mrsparc.oup.co.uk	-	807272721	GET	/images/MOSAIC-logosmall.gif	200	363		
jlg.va.grci.com	-	807272722	GET	/images/launch-logo.gif	200	1713		
pc3.orbital.fr	-	807272724	GET	/shuttle/missions/sts-65/sts-65-patch-small.gif	200	11757		
204.62.245.32	-	807272727	GET	/persons/astronauts/thagar.html	404	0		
inetg1.arco.com	-	807272728	GET	/shuttle/countdown/video/livevideo2.gif	200	71319		
mrsparc.oup.co.uk	-	807272734	GET	/images/WORLD-logosmall.gif	200	669		
pc3.orbital.fr	-	807272739	GET	/shuttle/missions/sts-65/mission-sts-65.html	200	114688		
seigate.sumiden.co.jp	-	807272739	GET	/shuttle/missions/sts-70/images/KSC-95EC-1017.txt	200	925		
137.204.222.120	-	807272739	GET	/history/apollo/apollo-13/apollo-13.html	200	18556		
pc3.orbital.fr	-	807272741	GET	/shuttle/resources/orbiters/columbia.html	200	6922		
ad12-027.compuserve.com	-	807272741	GET	/shuttle/missions/sts-67/images/images.html	200	4464		
pc3.orbital.fr	-	807272749	GET	/images/ksclogosmall.gif	200	3635		
pc3.orbital.fr	-	807272749	GET	/shuttle/resources/orbiters/orbiters-logo.gif	200	1932		
seigate.sumiden.co.jp	-	807272754	GET	/shuttle/missions/sts-71/images/KSC-95EC-0911.jpg	200	45966		
pc3.orbital.fr	-	807272756	GET	/shuttle/resources/orbiters/columbia-logo.gif	200	11417		
mrsparc.oup.co.uk	-	807272762	GET	/shuttle/missions/sts-67/mission-sts-67.html	200	21521		
wormhole.ctp.com	-	807272765	GET	/elv/elvpage.htm	200	7775		
mrsparc.oup.co.uk	-	807272766	GET	/shuttle/missions/sts-67/sts-67-patch-small.gif	200	17083		
wormhole.ctp.com	-	807272768	GET	/elv/elvhead3.gif	200	9925		
wormhole.ctp.com	-	807272768	GET	/elv/endball.gif	200	306		
wormhole.ctp.com	-	807272768	GET	/elv/hot.gif	200	1007		
wormhole.ctp.com	-	807272769	GET	/elv/PEGASUS/minpeg1.gif	200	1055		
wormhole.ctp.com	-	807272771	GET	/elv/SCOUT/scout.gif	200	1165		
wormhole.ctp.com	-	807272771	GET	/elv/DELTA/delta.gif	200	2244		
piweba3y.prodigy.com	-	807272771	GET	/ksc.html	200	7280		
wormhole.ctp.com	-	807272772	GET	/elv/ATLAS_CENTAUR/atlas.gif	200	2286		
wormhole.ctp.com	-	807272772	GET	/elv/TITAN/titan.gif	200	3530		
wormhole.ctp.com	-	807272773	GET	/elv/struct.gif	200	1318		
wormhole.ctp.com	-	807272773	GET	/images/KSC-logosmall.gif	304	0		
inetg1.arco.com	-	807272775	GET	/htbin/cdt_clock.pl	200	543		
mrsparc.oup.co.uk	-	807272780	GET	/images/KSC-logosmall.gif	200	1204		
mrsparc.oup.co.uk	-	807272780	GET	/images/launch-logo.gif	200	1713		
mrsparc.oup.co.uk	-	807272781	GET	/history/apollo/images/apollo-logo1.gif	200	1173		
inetg1.arco.com	-	807272783	GET	/shuttle/countdown/countdown.html	200	4324		
inetg1.arco.com	-	807272787	GET	/shuttle/countdown/count70.gif	200	46573		
inetg1.arco.com	-	807272787	GET	/images/KSC-logosmall.gif	304	0		
wormhole.ctp.com	-	807272790	GET	/elv/vidpicp.htm	200	4251		
wormhole.ctp.com	-	807272793	GET	/elv/TITAN/mars3s.jpg	200	1744		
wormhole.ctp.com	-	807272793	GET	/elv/TITAN/mars2s.jpg	200	1549		
wormhole.ctp.com	-	807272793	GET	/elv/TITAN/mars1s.jpg	200	1156		
wormhole.ctp.com	-	807272793	GET	/elv/bakgro.gif	200	526		
137.204.222.120	-	807272794	GET	/history/apollo/apollo-13/apollo-13-patch.jpg	200	40960		
wormhole.ctp.com	-	807272795	GET	/elv/ATLAS_CENTAUR/atc69s.jpg	200	1659		
wormhole.ctp.com	-	807272795	GET	/elv/ATLAS_CENTAUR/acsuns.jpg	200	2263		
wormhole.ctp.com	-	807272795	GET	/elv/ATLAS_CENTAUR/goess.jpg	200	1306		
wormhole.ctp.com	-	807272796	GET	/elv/DELTA/dsolidss.jpg	200	1629		
163.206.140.4	-	807272797	GET	/	200	7280		
163.206.140.4	-	807272797	GET	/images/ksclogo-medium.gif	200	5866		
163.206.140.4	-	807272797	GET	/images/NASA-logosmall.gif	200	786		
163.206.140.4	-	807272797	GET	/images/MOSAIC-logosmall.gif	200	363		
163.206.140.4	-	807272797	GET	/images/USA-logosmall.gif	200	234		
163.206.140.4	-	807272797	GET	/images/WORLD-logosmall.gif	200	669		
wormhole.ctp.com	-	807272797	GET	/elv/DELTA/rosats.jpg	200	1639		
wormhole.ctp.com	-	807272797	GET	/elv/DELTA/del181s.gif	200	3225		
wormhole.ctp.com	-	807272797	GET	/elv/DELTA/euves.jpg	200	1521		
wormhole.ctp.com	-	807272799	GET	/elv/SCOUT/radcals.jpg	200	1809		
wormhole.ctp.com	-	807272800	GET	/elv/SCOUT/s_216s.jpg	200	1633		
wormhole.ctp.com	-	807272800	GET	/elv/SCOUT/sampexs.jpg	200	2322		
130.69.72.220	-	807272801	GET	/ksc.html	200	7280		
wormhole.ctp.com	-	807272801	GET	/elv/elvhead2.gif	200	1733		
seigate.sumiden.co.jp	-	807272801	GET	/shuttle/missions/sts-71/images/KSC-95EC-0912.jpg	200	66202		
130.69.72.220	-	807272802	GET	/images/ksclogo-medium.gif	200	5866		
130.69.72.220	-	807272803	GET	/images/NASA-logosmall.gif	200	786		
130.69.72.220	-	807272803	GET	/images/MOSAIC-logosmall.gif	200	363		
130.69.72.220	-	807272803	GET	/images/USA-logosmall.gif	200	234		
130.69.72.220	-	807272804	GET	/images/WORLD-logosmall.gif	200	669		
mechpc44.pol.lublin.pl	-	807272816	GET	/shuttle	302	0		
cac073000001.lancs.ac.uk	-	807272816	GET	/shuttle/technology/images/sts_body_2-small.gif	200	30067		
mechpc44.pol.lublin.pl	-	807272817	GET	/shuttle/	200	957		
inetg1.arco.com	-	807272820	GET	/cgi-bin/imagemap/countdown70?186,287	302	110		
inetg1.arco.com	-	807272822	GET	/shuttle/missions/sts-70/movies/movies.html	200	2979		
inetg1.arco.com	-	807272825	GET	/shuttle/missions/sts-70/sts-70-patch-small.gif	200	5978		
164.147.207.35	-	807272830	GET	/shuttle/missions/sts-71/images/images.html	200	8529		
jlg.va.grci.com	-	807272831	GET	/shuttle/countdown/	200	4324		
jlg.va.grci.com	-	807272834	GET	/shuttle/countdown/count70.gif	200	46573		
pc19-138.trs.ntc.nokia.com	-	807272838	GET	/shuttle/missions/missions.html	200	8677		
pc19-138.trs.ntc.nokia.com	-	807272839	GET	/images/launchmedium.gif	200	11853		
cac073000001.lancs.ac.uk	-	807272840	GET	/shuttle/technology/images/crew_compartment_13-small.gif	200	79088		
seigate.sumiden.co.jp	-	807272842	GET	/shuttle/missions/sts-71/images/KSC-95EC-0915.jpg	200	39654		
cac073000001.lancs.ac.uk	-	807272847	GET	/shuttle/technology/images/aft_fuselage_2-small.gif	200	45632		
pc19-138.trs.ntc.nokia.com	-	807272861	GET	/shuttle/missions/sts-70/mission-sts-70.html	200	20224		
134.36.156.34	-	807272864	GET	/shuttle/missions/sts-70/images/DSC-95EC-0001.jpg	200	513911		
pc19-138.trs.ntc.nokia.com	-	807272865	GET	/shuttle/missions/sts-70/sts-70-patch-small.gif	200	5978		
seigate.sumiden.co.jp	-	807272872	GET	/shuttle/missions/sts-71/images/KSC-95EC-0916.jpg	200	34029		
192.106.248.128	-	807272878	GET	/shuttle/technology/sts-newsref/sts-jsc-comm.html	200	46033		
wormhole.ctp.com	-	807272879	GET	/shuttle/countdown/	200	4324		
mpngate1.ny.us.ibm.net	-	807272882	GET	/	200	7280		
wormhole.ctp.com	-	807272883	GET	/shuttle/countdown/count70.gif	200	46573		
mpngate1.ny.us.ibm.net	-	807272888	GET	/images/ksclogo-medium.gif	200	5866		
mpngate1.ny.us.ibm.net	-	807272897	GET	/images/NASA-logosmall.gif	200	786		
mpngate1.ny.us.ibm.net	-	807272901	GET	/images/MOSAIC-logosmall.gif	200	363		
billwood.dialup.inch.com	-	807272902	GET	/software/winvn/winvn.html	200	9866		
billwood.dialup.inch.com	-	807272903	GET	/software/winvn/winvn.gif	200	25218		
billwood.dialup.inch.com	-	807272903	GET	/images/construct.gif	200	1414		
billwood.dialup.inch.com	-	807272903	GET	/software/winvn/bluemarb.gif	200	4441		
mpngate1.ny.us.ibm.net	-	807272906	GET	/images/USA-logosmall.gif	200	234		
billwood.dialup.inch.com	-	807272908	GET	/software/winvn/wvsmall.gif	200	13372		
billwood.dialup.inch.com	-	807272908	GET	/images/KSC-logosmall.gif	200	1204		
mpngate1.ny.us.ibm.net	-	807272909	GET	/images/WORLD-logosmall.gif	200	669		
billwood.dialup.inch.com	-	807272910	GET	/images/MOSAIC-logosmall.gif	200	363		
pc19-138.trs.ntc.nokia.com	-	807272911	GET	/shuttle/missions/sts-70/sts-70-day-10-highlights.html	200	3447		
billwood.dialup.inch.com	-	807272912	GET	/images/USA-logosmall.gif	200	234		
billwood.dialup.inch.com	-	807272912	GET	/images/WORLD-logosmall.gif	200	669		
ad05-030.compuserve.com	-	807272913	GET	/ksc.html	200	7280		
seigate.sumiden.co.jp	-	807272915	GET	/shuttle/missions/sts-71/images/KSC-95EC-0917.jpg	200	52491		
inetg1.arco.com	-	807272924	GET	/shuttle/missions/sts-70/movies/woodpecker.mpg	200	190269		
ad05-030.compuserve.com	-	807272926	GET	/images/ksclogo-medium.gif	200	5866		
164.147.207.35	-	807272939	GET	/shuttle/missions/sts-71/images/KSC-95EC-0423.jpg	200	57344		
ad05-030.compuserve.com	-	807272947	GET	/images/NASA-logosmall.gif	200	786		
ad05-030.compuserve.com	-	807272951	GET	/images/MOSAIC-logosmall.gif	200	363		
137.226.108.22	-	807272952	GET	/	200	0		
ad05-030.compuserve.com	-	807272954	GET	/images/USA-logosmall.gif	200	234		
ad05-030.compuserve.com	-	807272958	GET	/images/WORLD-logosmall.gif	200	669		
ad05-030.compuserve.com	-	807272964	GET	/shuttle/countdown/	200	4324		
163.205.154.11	-	807272980	GET	/ksc.html	200	7280		
yukige.nrim.go.jp	-	807272983	GET	/	200	7280		
ad05-030.compuserve.com	-	807272984	GET	/shuttle/countdown/count70.gif	200	46573		
yukige.nrim.go.jp	-	807272985	GET	/images/ksclogo-medium.gif	200	5866		
yukige.nrim.go.jp	-	807272986	GET	/images/USA-logosmall.gif	200	234		
yukige.nrim.go.jp	-	807272986	GET	/images/MOSAIC-logosmall.gif	200	363		
yukige.nrim.go.jp	-	807272986	GET	/images/NASA-logosmall.gif	200	786		
yukige.nrim.go.jp	-	807272988	GET	/images/WORLD-logosmall.gif	200	669		
edams.ksc.nasa.gov	-	807272988	GET	/ksc.html	200	7280		
edams.ksc.nasa.gov	-	807272988	GET	/images/ksclogo-medium.gif	200	5866		
edams.ksc.nasa.gov	-	807272989	GET	/images/NASA-logosmall.gif	200	786		
edams.ksc.nasa.gov	-	807272989	GET	/images/MOSAIC-logosmall.gif	200	363		
edams.ksc.nasa.gov	-	807272989	GET	/images/USA-logosmall.gif	200	234		
edams.ksc.nasa.gov	-	807272989	GET	/images/WORLD-logosmall.gif	200	669		
mrsparc.oup.co.uk	-	807272991	GET	/shuttle/technology/sts-newsref/sts-eclss-wcl.html	200	73728		
pc19-138.trs.ntc.nokia.com	-	807272991	GET	/shuttle/technology/sts-newsref/sts_mes.html	200	172032		
pc19-138.trs.ntc.nokia.com	-	807272994	GET	/shuttle/technology/images/sts_body_2-small.gif	200	30067		
mrsparc.oup.co.uk	-	807272995	GET	/shuttle/technology/images/sts_body_2-small.gif	200	30067		
204.62.245.32	-	807272999	GET	/shuttle/missions/sts-64/sts-64-press-kit.txt	200	111517		
ccn.cs.dal.ca	-	807273000	GET	/	200	7280		
seigate.sumiden.co.jp	-	807273007	GET	/shuttle/missions/sts-71/images/KSC-95EC-0589.jpg	200	64427		
hpsystem1.informatik.tu-muenchen.de	-	807273008	GET	/shuttle/technology/sts-newsref/sts-caws.html	200	57344		
pc19-138.trs.ntc.nokia.com	-	807273023	GET	/shuttle/technology/images/crew_compartment_13-small.gif	200	79088		
pc19-138.trs.ntc.nokia.com	-	807273028	GET	/shuttle/technology/sts-newsref/sts_coord.html	200	131072		
ccn.cs.dal.ca	-	807273032	GET	/htbin/wais.pl	200	308		
pc19-138.trs.ntc.nokia.com	-	807273042	GET	/shuttle/resources/orbiters/discovery.html	200	6849		
164.147.207.35	-	807273043	GET	/shuttle/missions/sts-71/images/KSC-95EC-0423.gif	200	57344		
pc19-138.trs.ntc.nokia.com	-	807273046	GET	/shuttle/resources/orbiters/discovery-logo.gif	200	4179		
mrsparc.oup.co.uk	-	807273049	GET	/shuttle/technology/images/crew_compartment_13-small.gif	200	49152		
mrsparc.oup.co.uk	-	807273051	GET	/shuttle/technology/sts-newsref/sts_coord.html	200	65536		
ccn.cs.dal.ca	-	807273055	GET	/htbin/wais.pl?orbiting+speed+satillites	200	7228		
seigate.sumiden.co.jp	-	807273063	GET	/shuttle/missions/sts-71/images/KSC-95EC-0423.jpg	200	84494		
seigate.sumiden.co.jp	-	807273065	GET	/shuttle/missions/sts-71/images/images.html	200	8529		
seigate.sumiden.co.jp	-	807273068	GET	/shuttle/missions/sts-71/images/images.html	200	8529		
cygnus.execpc.com	-	807273078	GET	/software/winvn/winvn.html	200	9866		
cygnus.execpc.com	-	807273081	GET	/software/winvn/winvn.gif	200	25218		
cygnus.execpc.com	-	807273082	GET	/images/construct.gif	200	1414		
cygnus.execpc.com	-	807273082	GET	/software/winvn/bluemarb.gif	200	4441		
uli.physik.tu-chemnitz.de	-	807273087	GET	/	200	7280		
pc19-138.trs.ntc.nokia.com	-	807273087	GET	/ksc.html	200	7280		
cygnus.execpc.com	-	807273090	GET	/software/winvn/wvsmall.gif	200	13372		
cygnus.execpc.com	-	807273091	GET	/images/KSC-logosmall.gif	200	1204		
cygnus.execpc.com	-	807273097	GET	/images/MOSAIC-logosmall.gif	200	363		
uli.physik.tu-chemnitz.de	-	807273105	GET	/images/ksclogo-medium.gif	304	0		
ove.arup.com	-	807273109	GET	/shuttle/technology/sts-newsref/sts_sys.html	200	43132		
cygnus.execpc.com	-	807273110	GET	/images/USA-logosmall.gif	200	234		
cygnus.execpc.com	-	807273113	GET	/images/WORLD-logosmall.gif	200	669		
ove.arup.com	-	807273115	GET	/images/KSC-logosmall.gif	200	1204		
ove.arup.com	-	807273115	GET	/images/shuttle-patch-logo.gif	200	891		
ccn.cs.dal.ca	-	807273126	GET	/shuttle/missions/sts-missions-flown.txt	200	859736		
ircgate1.rcc-irc.si	-	807273130	GET	/shuttle/missions/sts-70/images/KSC-95EC-1018.gif	200	28291		
164.147.207.35	-	807273146	GET	/shuttle/missions/sts-71/images/KSC-95EC-0443.gif	200	64910		
uli.physik.tu-chemnitz.de	-	807273150	GET	/images/NASA-logosmall.gif	304	0		
uli.physik.tu-chemnitz.de	-	807273152	GET	/images/USA-logosmall.gif	304	0		
ircgate1.rcc-irc.si	-	807273168	GET	/shuttle/missions/sts-70/images/KSC-95EC-1019.gif	200	28728		
uli.physik.tu-chemnitz.de	-	807273187	GET	/images/MOSAIC-logosmall.gif	304	0		
uli.physik.tu-chemnitz.de	-	807273187	GET	/images/WORLD-logosmall.gif	304	0		
seigate.sumiden.co.jp	-	807273190	GET	/shuttle/missions/sts-71/images/KSC-95EC-0544.jpg	200	70128		
ppp0-125.metropolis.nl	-	807273218	GET	/shuttle/missions/sts-65/mission-sts-65.html	200	73728		
gemini.medicon.cz	-	807273221	GET	/history/apollo/apollo-13/apollo-13-info.html	200	1583		
ircgate1.rcc-irc.si	-	807273227	GET	/shuttle/missions/sts-70/images/KSC-95EC-1019.jpg	200	69005		
edams.ksc.nasa.gov	-	807273232	GET	/ksc.html	200	7280		
edams.ksc.nasa.gov	-	807273232	GET	/images/ksclogo-medium.gif	200	5866		
edams.ksc.nasa.gov	-	807273233	GET	/images/NASA-logosmall.gif	200	786		
edams.ksc.nasa.gov	-	807273233	GET	/images/MOSAIC-logosmall.gif	200	363		
edams.ksc.nasa.gov	-	807273234	GET	/images/USA-logosmall.gif	200	234		
edams.ksc.nasa.gov	-	807273234	GET	/images/WORLD-logosmall.gif	200	669		
seigate.sumiden.co.jp	-	807273236	GET	/shuttle/missions/sts-71/images/KSC-95EC-0918.jpg	200	46888		
ad05-030.compuserve.com	-	807273269	GET	/facts/about_ksc.html	200	3977		
edams.ksc.nasa.gov	-	807273273	GET	/ksc.html	200	7280		
edams.ksc.nasa.gov	-	807273273	GET	/images/ksclogo-medium.gif	200	5866		
edams.ksc.nasa.gov	-	807273274	GET	/images/NASA-logosmall.gif	200	786		
edams.ksc.nasa.gov	-	807273274	GET	/images/MOSAIC-logosmall.gif	200	363		
edams.ksc.nasa.gov	-	807273275	GET	/images/USA-logosmall.gif	200	234		
edams.ksc.nasa.gov	-	807273275	GET	/images/WORLD-logosmall.gif	200	669		
ad05-030.compuserve.com	-	807273278	GET	/images/launchpalms-small.gif	200	11473		
gemini.medicon.cz	-	807273278	GET	/history/apollo/apollo-13/images/	200	1851		
gemini.medicon.cz	-	807273280	GET	/icons/blank.xbm	200	509		
gemini.medicon.cz	-	807273280	GET	/icons/menu.xbm	200	527		
gemini.medicon.cz	-	807273280	GET	/icons/image.xbm	200	509		
seigate.sumiden.co.jp	-	807273288	GET	/shuttle/missions/sts-71/images/KSC-95EC-0946.jpg	200	106418		
scctn02.sp.ac.sg	-	807273300	GET	/images/	200	17688		
ad05-030.compuserve.com	-	807273313	GET	/images/KSC-logosmall.gif	200	1204		
164.147.207.35	-	807273314	GET	/shuttle/missions/sts-71/images/KSC-95EC-0869.gif	200	45798		
164.147.207.35	-	807273320	GET	/shuttle/missions/sts-71/images/KSC-95EC-0869.txt	200	456		
gemini.medicon.cz	-	807273332	GET	/history/apollo/apollo-13/images/index.gif	200	99942		
ircgate1.rcc-irc.si	-	807273335	GET	/shuttle/missions/sts-70/images/KSC-95EC-1060.gif	200	38221		
seigate.sumiden.co.jp	-	807273339	GET	/shuttle/missions/sts-71/images/KSC-95EC-0947.jpg	200	99570		
ccn.cs.dal.ca	-	807273340	GET	/facts/internet/bdgtti-1.01.html	200	612927		
164.147.207.35	-	807273349	GET	/shuttle/missions/sts-71/images/KSC-95EC-0869.gif	200	45798		
164.147.207.35	-	807273367	GET	/shuttle/missions/sts-67/images/images.html	200	4464		
nexus.mlckew.edu.au	-	807273369	GET	/history/apollo/apollo-11/apollo-11-patch-small.gif	200	11175		
nexus.mlckew.edu.au	-	807273372	GET	/history/apollo/apollo-11/apollo-11.html	200	44877		
gemini.medicon.cz	-	807273382	GET	/history/apollo/apollo-13/	200	1732		
gemini.medicon.cz	-	807273387	GET	/icons/text.xbm	200	527		
nexus.mlckew.edu.au	-	807273388	GET	/history/apollo/images/footprint-logo.gif	200	4209		
nexus.mlckew.edu.au	-	807273388	GET	/images/ksclogosmall.gif	200	3635		
seigate.sumiden.co.jp	-	807273397	GET	/shuttle/missions/sts-71/images/KSC-95EC-0951.jpg	200	118600		
164.147.207.35	-	807273397	GET	/mdss/MDSS.html	200	2727		
gemini.medicon.cz	-	807273398	GET	/history/apollo/	200	6245		
ircgate1.rcc-irc.si	-	807273398	GET	/shuttle/missions/sts-70/images/KSC-95EC-1060.jpg	200	63515		
164.147.207.35	-	807273402	GET	/mdss/s_md-2.gif	200	15528		
164.147.207.35	-	807273403	GET	/mdss/s_delta2.gif	200	4109		
gemini.medicon.cz	-	807273404	GET	/history/apollo/apollo-13/	200	1732		
164.147.207.35	-	807273408	GET	/mdss/station.gif	200	5878		
164.147.207.35	-	807273413	GET	/mdss/dcy2.gif	200	5679		
mac254.tekblad.no	-	807273420	GET	/elv/elvpage.htm	200	7775		
mac254.tekblad.no	-	807273422	GET	/elv/elvhead3.gif	200	9925		
